UID,채무 불이행 확률
TEST_0336,0.32
TEST_0337,0.67
TEST_0338,0.36
TEST_0339,0.29
TEST_0340,0.46
TEST_0341,0.23
TEST_0342,0.55
TEST_0343,0.6
TEST_0344,0.18
TEST_0345,0.39
TEST_0346,0.34
TEST_0347,0.4
TEST_0348,0.72
TEST_0349,0.8
TEST_0350,0.59
TEST_0351,0.38
TEST_0352,0.36
TEST_0353,0.54
TEST_0354,0.41
TEST_0355,0.61
TEST_0356,0.55
TEST_0357,0.27
TEST_0358,0.38
TEST_0359,0.6
TEST_0360,0.17
TEST_0361,0.27
TEST_0362,0.46
TEST_0363,0.56
TEST_0364,0.6
TEST_0365,0.39
TEST_0366,0.37
TEST_0367,0.58
TEST_0368,0.41
TEST_0369,0.36
TEST_0370,0.48
TEST_0371,0.41
TEST_0372,0.41
TEST_0373,0.16
TEST_0374,0.5
TEST_0375,0.34
TEST_0376,0.26
TEST_0377,0.44
TEST_0378,0.49
TEST_0379,0.74
TEST_0380,0.3
TEST_0381,0.52
TEST_0382,0.43
TEST_0383,0.4
TEST_0384,0.42
TEST_0385,0.56
TEST_0386,0.55
TEST_0387,0.73
TEST_0388,0.17
TEST_0389,0.27
TEST_0390,0.26
TEST_0391,0.4
TEST_0392,0.4
TEST_0393,0.6
TEST_0394,0.4
TEST_0395,0.54
TEST_0396,0.51
TEST_0397,0.43
TEST_0398,0.57
TEST_0399,0.36
TEST_0400,0.42
TEST_0401,0.41
TEST_0402,0.57
TEST_0403,0.42
TEST_0404,0.52
TEST_0405,0.28
TEST_0406,0.3
TEST_0407,0.78
TEST_0408,0.38
TEST_0409,0.53
TEST_0410,0.42
TEST_0411,0.46
TEST_0412,0.54
TEST_0413,0.21
TEST_0414,0.34
TEST_0415,0.6
TEST_0416,0.37
TEST_0417,0.69
TEST_0418,0.34
TEST_0419,0.56
TEST_0420,0.43
TEST_0421,0.64
TEST_0422,0.15
TEST_0423,0.31
TEST_0424,0.51
TEST_0425,0.69
TEST_0426,0.53
TEST_0427,0.15
TEST_0428,0.5
TEST_0429,0.32
TEST_0430,0.26
TEST_0431,0.46
TEST_0432,0.24
TEST_0433,0.38
TEST_0434,0.47
TEST_0435,0.72
TEST_0436,0.44
TEST_0437,0.58
TEST_0438,0.22
TEST_0439,0.44
TEST_0440,0.27
TEST_0441,0.32
TEST_0442,0.3
TEST_0443,0.2
TEST_0444,0.51
TEST_0445,0.38
TEST_0446,0.33
TEST_0447,0.46
TEST_0448,0.5
TEST_0449,0.14
TEST_0450,0.22
TEST_0451,0.34
TEST_0452,0.58
TEST_0453,0.32
TEST_0454,0.41
TEST_0455,0.34
TEST_0456,0.35
TEST_0457,0.46
TEST_0458,0.38
TEST_0459,0.48
TEST_0460,0.21
TEST_0461,0.24
TEST_0462,0.24
TEST_0463,0.55
TEST_0464,0.35
TEST_0465,0.41
TEST_0466,0.33
TEST_0467,0.39
TEST_0468,0.41
TEST_0469,0.22
TEST_0470,0.74
TEST_0471,0.44
TEST_0472,0.49
TEST_0473,0.25
TEST_0474,0.22
TEST_0475,0.4
TEST_0476,0.53
TEST_0477,0.43
TEST_0478,0.33
TEST_0479,0.81
TEST_0480,0.6
TEST_0481,0.44
TEST_0482,0.39
TEST_0483,0.23
TEST_0484,0.25
TEST_0485,0.52
TEST_0486,0.38
TEST_0487,0.37
TEST_0488,0.66
TEST_0489,0.33
TEST_0490,0.15
TEST_0491,0.23
TEST_0492,0.36
TEST_0493,0.5
TEST_0494,0.67
TEST_0495,0.71
TEST_0496,0.47
TEST_0497,0.68
TEST_0498,0.71
TEST_0499,0.4
TEST_0500,0.24
TEST_0501,0.19
TEST_0502,0.67
TEST_0503,0.45
TEST_0504,0.31
TEST_0505,0.23
TEST_0506,0.43
TEST_0507,0.45
TEST_0508,0.25
TEST_0509,0.47
TEST_0510,0.45
TEST_0511,0.55
TEST_0512,0.7
TEST_0513,0.21
TEST_0514,0.28
TEST_0515,0.76
TEST_0516,0.39
TEST_0517,0.54
TEST_0518,0.79
TEST_0519,0.33
TEST_0520,0.58
TEST_0521,0.42
TEST_0522,0.29
TEST_0523,0.31
TEST_0524,0.41
TEST_0525,0.29
TEST_0526,0.7
TEST_0527,0.16
TEST_0528,0.67
TEST_0529,0.51
TEST_0530,0.24
TEST_0531,0.6
TEST_0532,0.53
TEST_0533,0.47
TEST_0534,0.48
TEST_0535,0.41
TEST_0536,0.24
TEST_0537,0.39
TEST_0538,0.48
TEST_0539,0.64
TEST_0540,0.34
TEST_0541,0.28
TEST_0542,0.46
TEST_0543,0.4
TEST_0544,0.42
TEST_0545,0.23
TEST_0546,0.36
TEST_0547,0.88
TEST_0548,0.37
TEST_0549,0.81
TEST_0550,0.44
TEST_0551,0.62
TEST_0552,0.53
TEST_0553,0.47
TEST_0554,0.49
TEST_0555,0.46
TEST_0556,0.64
TEST_0557,0.29
TEST_0558,0.28
TEST_0559,0.67
TEST_0560,0.25
TEST_0561,0.3
TEST_0562,0.49
TEST_0563,0.88
TEST_0564,0.58
TEST_0565,0.4
TEST_0566,0.37
TEST_0567,0.57
TEST_0568,0.2
TEST_0569,0.47
TEST_0570,0.41
TEST_0571,0.39
TEST_0572,0.24
TEST_0573,0.37
TEST_0574,0.3
TEST_0575,0.29
TEST_0576,0.38
TEST_0577,0.23
TEST_0578,0.39
TEST_0579,0.53
TEST_0580,0.43
TEST_0581,0.49
TEST_0582,0.46
TEST_0583,0.41
TEST_0584,0.84
TEST_0585,0.27
TEST_0586,0.38
TEST_0587,0.28
TEST_0588,0.57
TEST_0589,0.68
TEST_0590,0.7
TEST_0591,0.41
TEST_0592,0.32
TEST_0593,0.67
TEST_0594,0.65
TEST_0595,0.55
TEST_0596,0.41
TEST_0597,0.22
TEST_0598,0.53
TEST_0599,0.5
TEST_0600,0.32
TEST_0601,0.6
TEST_0602,0.44
TEST_0603,0.49
TEST_0604,0.55
TEST_0605,0.36
TEST_0606,0.37
TEST_0607,0.34
TEST_0608,0.29
TEST_0609,0.32
TEST_0610,0.38
TEST_0611,0.56
TEST_0612,0.32
TEST_0613,0.5
TEST_0614,0.54
TEST_0615,0.38
TEST_0616,0.52
TEST_0617,0.41
TEST_0618,0.36
TEST_0619,0.46
TEST_0620,0.44
TEST_0621,0.26
TEST_0622,0.36
TEST_0623,0.55
TEST_0624,0.7
TEST_0625,0.07
TEST_0626,0.64
TEST_0627,0.25
TEST_0628,0.43
TEST_0629,0.38
TEST_0630,0.69
TEST_0631,0.35
TEST_0632,0.38
TEST_0633,0.58
TEST_0634,0.65
TEST_0635,0.34
TEST_0636,0.6
TEST_0637,0.63
TEST_0638,0.64
TEST_0639,0.73
TEST_0640,0.47
TEST_0641,0.56
TEST_0642,0.42
TEST_0643,0.32
TEST_0644,0.17
TEST_0645,0.52
TEST_0646,0.67
TEST_0647,0.16
TEST_0648,0.47
TEST_0649,0.44
TEST_0650,0.44
TEST_0651,0.29
TEST_0652,0.28
TEST_0653,0.65
TEST_0654,0.56
TEST_0655,0.33
TEST_0656,0.2
TEST_0657,0.45
TEST_0658,0.36
TEST_0659,0.48
TEST_0660,0.47
TEST_0661,0.43
TEST_0662,0.27
TEST_0663,0.38
TEST_0664,0.44
TEST_0665,0.46
TEST_0666,0.6
TEST_0667,0.26
TEST_0668,0.53
TEST_0669,0.49
TEST_0670,0.49
TEST_0671,0.26
TEST_0672,0.31
TEST_0673,0.27
TEST_0674,0.17
TEST_0675,0.27
TEST_0676,0.23
TEST_0677,0.77
TEST_0678,0.69
TEST_0679,0.64
TEST_0680,0.44
TEST_0681,0.5
TEST_0682,0.36
TEST_0683,0.79
TEST_0684,0.56
TEST_0685,0.41
TEST_0686,0.36
TEST_0687,0.48
TEST_0688,0.74
TEST_0689,0.34
TEST_0690,0.53
TEST_0691,0.25
TEST_0692,0.49
TEST_0693,0.28
TEST_0694,0.46
TEST_0695,0.57
TEST_0696,0.19
TEST_0697,0.42
TEST_0698,0.45
TEST_0699,0.46
TEST_0700,0.18
TEST_0701,0.69
TEST_0702,0.53
TEST_0703,0.34
TEST_0704,0.39
TEST_0705,0.32
TEST_0706,0.36
TEST_0707,0.63
TEST_0708,0.58
TEST_0709,0.54
TEST_0710,0.37
TEST_0711,0.35
TEST_0712,0.48
TEST_0713,0.35
TEST_0714,0.54
TEST_0715,0.76
TEST_0716,0.47
TEST_0717,0.72
TEST_0718,0.4
TEST_0719,0.4
TEST_0720,0.49
TEST_0721,0.46
TEST_0722,0.23
TEST_0723,0.37
TEST_0724,0.5
TEST_0725,0.29
TEST_0726,0.32
TEST_0727,0.33
TEST_0728,0.65
TEST_0729,0.4
TEST_0730,0.16
TEST_0731,0.49
TEST_0732,0.65
TEST_0733,0.35
TEST_0734,0.3
TEST_0735,0.44
TEST_0736,0.51
TEST_0737,0.56
TEST_0738,0.53
TEST_0739,0.24
TEST_0740,0.54
TEST_0741,0.43
TEST_0742,0.51
TEST_0743,0.7
TEST_0744,0.35
TEST_0745,0.37
TEST_0746,0.12
TEST_0747,0.58
TEST_0748,0.51
TEST_0749,0.59
TEST_0750,0.63
TEST_0751,0.39
TEST_0752,0.78
TEST_0753,0.68
TEST_0754,0.48
TEST_0755,0.37
TEST_0756,0.34
TEST_0757,0.49
TEST_0758,0.27
TEST_0759,0.27
TEST_0760,0.3
TEST_0761,0.45
TEST_0762,0.33
TEST_0763,0.26
TEST_0764,0.35
TEST_0765,0.35
TEST_0766,0.49
TEST_0767,0.25
TEST_0768,0.72
TEST_0769,0.67
TEST_0770,0.5
TEST_0771,0.26
TEST_0772,0.35
TEST_0773,0.22
TEST_0774,0.41
TEST_0775,0.41
TEST_0776,0.46
TEST_0777,0.31
TEST_0778,0.62
TEST_0779,0.52
TEST_0780,0.85
TEST_0781,0.13
TEST_0782,0.38
TEST_0783,0.34
TEST_0784,0.2
TEST_0785,0.47
TEST_0786,0.47
TEST_0787,0.29
TEST_0788,0.69
TEST_0789,0.6
TEST_0790,0.19
TEST_0791,0.84
TEST_0792,0.27
TEST_0793,0.33
TEST_0794,0.23
TEST_0795,0.1
TEST_0796,0.17
TEST_0797,0.65
TEST_0798,0.46
TEST_0799,0.29
TEST_0800,0.66
TEST_0801,0.54
TEST_0802,0.37
TEST_0803,0.57
TEST_0804,0.26
TEST_0805,0.36
TEST_0806,0.43
TEST_0807,0.24
TEST_0808,0.48
TEST_0809,0.34
TEST_0810,0.55
TEST_0811,0.2
TEST_0812,0.58
TEST_0813,0.29
TEST_0814,0.63
TEST_0815,0.46
TEST_0816,0.53
TEST_0817,0.25
TEST_0818,0.47
TEST_0819,0.68
TEST_0820,0.5
TEST_0821,0.38
TEST_0822,0.51
TEST_0823,0.27
TEST_0824,0.53
TEST_0825,0.52
TEST_0826,0.36
TEST_0827,0.39
TEST_0828,0.44
TEST_0829,0.63
TEST_0830,0.3
TEST_0831,0.63
TEST_0832,0.33
TEST_0833,0.67
TEST_0834,0.24
TEST_0835,0.56
TEST_0836,0.36
TEST_0837,0.33
TEST_0838,0.65
TEST_0839,0.41
TEST_0840,0.23
TEST_0841,0.31
TEST_0842,0.39
TEST_0843,0.35
TEST_0844,0.51
TEST_0845,0.38
TEST_0846,0.47
TEST_0847,0.57
TEST_0848,0.64
TEST_0849,0.73
TEST_0850,0.4
TEST_0851,0.58
TEST_0852,0.49
TEST_0853,0.48
TEST_0854,0.53
TEST_0855,0.32
TEST_0856,0.67
TEST_0857,0.56
TEST_0858,0.33
TEST_0859,0.43
TEST_0860,0.45
TEST_0861,0.27
TEST_0862,0.76
TEST_0863,0.42
TEST_0864,0.67
TEST_0865,0.38
TEST_0866,0.39
TEST_0867,0.55
TEST_0868,0.28
TEST_0869,0.59
TEST_0870,0.34
TEST_0871,0.26
TEST_0872,0.29
TEST_0873,0.43
TEST_0874,0.33
TEST_0875,0.7
TEST_0876,0.55
TEST_0877,0.45
TEST_0878,0.58
TEST_0879,0.59
TEST_0880,0.41
TEST_0881,0.41
TEST_0882,0.74
TEST_0883,0.44
TEST_0884,0.55
TEST_0885,0.22
TEST_0886,0.53
TEST_0887,0.48
TEST_0888,0.57
TEST_0889,0.22
TEST_0890,0.23
TEST_0891,0.28
TEST_0892,0.75
TEST_0893,0.27
TEST_0894,0.65
TEST_0895,0.69
TEST_0896,0.56
TEST_0897,0.51
TEST_0898,0.45
TEST_0899,0.46
TEST_0900,0.29
TEST_0901,0.36
TEST_0902,0.65
TEST_0903,0.22
TEST_0904,0.56
TEST_0905,0.28
TEST_0906,0.55
TEST_0907,0.28
TEST_0908,0.29
TEST_0909,0.35
TEST_0910,0.19
TEST_0911,0.35
TEST_0912,0.61
TEST_0913,0.4
TEST_0914,0.36
TEST_0915,0.46
TEST_0916,0.22
TEST_0917,0.58
TEST_0918,0.75
TEST_0919,0.4
TEST_0920,0.31
TEST_0921,0.46
TEST_0922,0.5
TEST_0923,0.65
TEST_0924,0.47
TEST_0925,0.35
TEST_0926,0.25
TEST_0927,0.25
TEST_0928,0.4
TEST_0929,0.38
TEST_0930,0.35
TEST_0931,0.22
TEST_0932,0.24
TEST_0933,0.29
TEST_0934,0.54
TEST_0935,0.62
TEST_0936,0.42
TEST_0937,0.31
TEST_0938,0.33
TEST_0939,0.36
TEST_0940,0.55
TEST_0941,0.48
TEST_0942,0.5
TEST_0943,0.36
TEST_0944,0.36
TEST_0945,0.52
TEST_0946,0.13
TEST_0947,0.45
TEST_0948,0.26
TEST_0949,0.18
TEST_0950,0.34
TEST_0951,0.74
TEST_0952,0.3
TEST_0953,0.51
TEST_0954,0.2
TEST_0955,0.61
TEST_0956,0.48
TEST_0957,0.49
TEST_0958,0.59
TEST_0959,0.68
TEST_0960,0.17
TEST_0961,0.6
TEST_0962,0.31
TEST_0963,0.17
TEST_0964,0.54
TEST_0965,0.44
TEST_0966,0.79
TEST_0967,0.44
TEST_0968,0.33
TEST_0969,0.24
TEST_0970,0.22
TEST_0971,0.3
TEST_0972,0.41
TEST_0973,0.33
TEST_0974,0.28
TEST_0975,0.57
TEST_0976,0.42
TEST_0977,0.45
TEST_0978,0.31
TEST_0979,0.58
TEST_0980,0.47
TEST_0981,0.61
TEST_0982,0.36
TEST_0983,0.46
TEST_0984,0.36
TEST_0985,0.62
TEST_0986,0.31
TEST_0987,0.57
TEST_0988,0.43
TEST_0989,0.42
TEST_0990,0.28
TEST_0991,0.35
TEST_0992,0.59
TEST_0993,0.43
TEST_0994,0.28
TEST_0995,0.21
TEST_0996,0.23
TEST_0997,0.19
TEST_0998,0.43
TEST_0999,0.64
TEST_1000,0.41
TEST_1001,0.49
TEST_1002,0.55
TEST_1003,0.37
TEST_1004,0.4
TEST_1005,0.47
TEST_1006,0.51
TEST_1007,0.83
TEST_1008,0.51
TEST_1009,0.43
TEST_1010,0.28
TEST_1011,0.22
TEST_1012,0.31
TEST_1013,0.39
TEST_1014,0.49
TEST_1015,0.35
TEST_1016,0.13
TEST_1017,0.28
TEST_1018,0.18
TEST_1019,0.52
TEST_1020,0.34
TEST_1021,0.56
TEST_1022,0.33
TEST_1023,0.7
TEST_1024,0.29
TEST_1025,0.25
TEST_1026,0.7
TEST_1027,0.34
TEST_1028,0.38
TEST_1029,0.83
TEST_1030,0.36
TEST_1031,0.41
TEST_1032,0.39
TEST_1033,0.55
TEST_1034,0.43
TEST_1035,0.4
TEST_1036,0.42
TEST_1037,0.41
TEST_1038,0.34
TEST_1039,0.48
TEST_1040,0.36
TEST_1041,0.64
TEST_1042,0.48
TEST_1043,0.33
TEST_1044,0.27
TEST_1045,0.67
TEST_1046,0.68
TEST_1047,0.53
TEST_1048,0.35
TEST_1049,0.35
TEST_1050,0.28
TEST_1051,0.36
TEST_1052,0.41
TEST_1053,0.48
TEST_1054,0.59
TEST_1055,0.56
TEST_1056,0.81
TEST_1057,0.58
TEST_1058,0.26
TEST_1059,0.25
TEST_1060,0.43
TEST_1061,0.45
TEST_1062,0.81
TEST_1063,0.73
TEST_1064,0.3
TEST_1065,0.37
TEST_1066,0.47
TEST_1067,0.4
TEST_1068,0.33
TEST_1069,0.35
TEST_1070,0.44
TEST_1071,0.41
TEST_1072,0.3
TEST_1073,0.29
TEST_1074,0.28
TEST_1075,0.55
TEST_1076,0.34
TEST_1077,0.37
TEST_1078,0.45
TEST_1079,0.23
TEST_1080,0.6
TEST_1081,0.17
TEST_1082,0.27
TEST_1083,0.49
TEST_1084,0.47
TEST_1085,0.11
TEST_1086,0.65
TEST_1087,0.45
TEST_1088,0.37
TEST_1089,0.38
TEST_1090,0.68
TEST_1091,0.38
TEST_1092,0.21
TEST_1093,0.28
TEST_1094,0.54
TEST_1095,0.56
TEST_1096,0.46
TEST_1097,0.31
TEST_1098,0.52
TEST_1099,0.47
TEST_1100,0.6
TEST_1101,0.48
TEST_1102,0.68
TEST_1103,0.59
TEST_1104,0.3
TEST_1105,0.6
TEST_1106,0.26
TEST_1107,0.26
TEST_1108,0.48
TEST_1109,0.59
TEST_1110,0.42
TEST_1111,0.69
TEST_1112,0.26
TEST_1113,0.16
TEST_1114,0.49
TEST_1115,0.28
TEST_1116,0.56
TEST_1117,0.6
TEST_1118,0.31
TEST_1119,0.51
TEST_1120,0.35
TEST_1121,0.19
TEST_1122,0.2
TEST_1123,0.52
TEST_1124,0.28
TEST_1125,0.54
TEST_1126,0.21
TEST_1127,0.22
TEST_1128,0.52
TEST_1129,0.6
TEST_1130,0.64
TEST_1131,0.3
TEST_1132,0.32
TEST_1133,0.17
TEST_1134,0.7
TEST_1135,0.52
TEST_1136,0.52
TEST_1137,0.27
TEST_1138,0.74
TEST_1139,0.19
TEST_1140,0.45
TEST_1141,0.37
TEST_1142,0.29
TEST_1143,0.27
TEST_1144,0.46
TEST_1145,0.46
TEST_1146,0.82
TEST_1147,0.82
TEST_1148,0.41
TEST_1149,0.49
TEST_1150,0.62
TEST_1151,0.43
TEST_1152,0.42
TEST_1153,0.42
TEST_1154,0.24
TEST_1155,0.5
TEST_1156,0.38
TEST_1157,0.54
TEST_1158,0.44
TEST_1159,0.15
TEST_1160,0.62
TEST_1161,0.54
TEST_1162,0.35
TEST_1163,0.33
TEST_1164,0.41
TEST_1165,0.56
TEST_1166,0.6
TEST_1167,0.67
TEST_1168,0.51
TEST_1169,0.69
TEST_1170,0.34
TEST_1171,0.47
TEST_1172,0.26
TEST_1173,0.28
TEST_1174,0.2
TEST_1175,0.39
TEST_1176,0.24
TEST_1177,0.52
TEST_1178,0.31
TEST_1179,0.4
TEST_1180,0.6
TEST_1181,0.2
TEST_1182,0.31
TEST_1183,0.89
TEST_1184,0.27
TEST_1185,0.56
TEST_1186,0.29
TEST_1187,0.69
TEST_1188,0.3
TEST_1189,0.48
TEST_1190,0.62
TEST_1191,0.44
TEST_1192,0.46
TEST_1193,0.5
TEST_1194,0.37
TEST_1195,0.96
TEST_1196,0.53
TEST_1197,0.49
TEST_1198,0.5
TEST_1199,0.73
TEST_1200,0.32
TEST_1201,0.44
TEST_1202,0.37
TEST_1203,0.48
TEST_1204,0.28
TEST_1205,0.28
TEST_1206,0.38
TEST_1207,0.45
TEST_1208,0.62
TEST_1209,0.4
TEST_1210,0.42
TEST_1211,0.56
TEST_1212,0.27
TEST_1213,0.51
TEST_1214,0.32
TEST_1215,0.68
TEST_1216,0.74
TEST_1217,0.35
TEST_1218,0.46
TEST_1219,0.29
TEST_1220,0.22
TEST_1221,0.51
TEST_1222,0.2
TEST_1223,0.33
TEST_1224,0.49
TEST_1225,0.38
TEST_1226,0.35
TEST_1227,0.43
TEST_1228,0.17
TEST_1229,0.5
TEST_1230,0.25
TEST_1231,0.33
TEST_1232,0.46
TEST_1233,0.19
TEST_1234,0.22
TEST_1235,0.8
TEST_1236,0.82
TEST_1237,0.3
TEST_1238,0.71
TEST_1239,0.46
TEST_1240,0.43
TEST_1241,0.43
TEST_1242,0.3
TEST_1243,0.14
TEST_1244,0.59
TEST_1245,0.57
TEST_1246,0.61
TEST_1247,0.39
TEST_1248,0.55
TEST_1249,0.35
TEST_1250,0.38
TEST_1251,0.44
TEST_1252,0.55
TEST_1253,0.21
TEST_1254,0.58
TEST_1255,0.47
TEST_1256,0.4
TEST_1257,0.4
TEST_1258,0.36
TEST_1259,0.68
TEST_1260,0.75
TEST_1261,0.48
TEST_1262,0.37
TEST_1263,0.31
TEST_1264,0.44
TEST_1265,0.38
TEST_1266,0.4
TEST_1267,0.36
TEST_1268,0.43
TEST_1269,0.5
